number,name,diameter (km),Period (h),a (AU),e,slow,a_mean
26,Proserpina,100.68,13.10923,2.6557,0.1198,False,2.6365737705730554
32,Pomona,86.6,9.44752,2.587,0.1122,False,2.570664762210359
33,Polyhymnia,55.52,18.60875,2.8661,0.2973,False,2.7365067576204263
41,Daphne,209.0,5.98807,2.7641,0.3047,False,2.632662557632403
43,Ariadne,72.09,5.76182,2.2034,0.1429,False,2.1807867961372245
44,Nysa,82.0,6.42138,2.4227,0.1734,False,2.3859996834763844
45,Eugenia,239.24,5.69918,2.7207,0.1128,False,2.703335712324053
48,Doris,238.79,11.88996,3.1124,0.0636,False,3.1060988548212936
50,Virginia,100.0,14.31074,2.6498,0.2445,False,2.5693766946574397
52,Europa,359.53,5.62987,3.0968,0.1188,False,3.0748690944051544
54,Alexandra,177.68,7.02336,2.7105,0.1889,False,2.6617010495206066
55,Pandora,86.81,4.80402,2.7597,0.1062,False,2.7440933150200233
59,Elpis,182.23,13.67436,2.7133,0.0729,False,2.7060806011846386
60,Echo,63.13,25.22988,2.3931,0.2021,False,2.3437181209899878
63,Ausonia,116.04,9.29758,2.3952,0.1206,False,2.377717875054218
67,Asia,66.69,15.85054,2.4209,0.1552,False,2.3915661241720367
72,Feronia,90.83,8.09067,2.2662,0.0737,False,2.260036971750966
73,Klytia,49.45,8.28308,2.6647,0.0407,False,2.6624920608122338
87,Sylvia,301.78,5.18353,3.4853,0.0539,False,3.48023355334411
95,Arethusa,152.45,8.70227,3.0689,0.1281,False,3.0436161202361434
107,Camilla,254.0,4.84393,3.486,0.0931,False,3.4708594763298097
116,Sirona,84.23,12.03201,2.7684,0.1751,False,2.725630030123314
129,Antigone,131.11,4.95718,2.8702,0.2249,False,2.796670786445255
130,Elektra,215.0,5.22463,3.118,0.1853,False,3.064002471043853
146,Lucina,160.31,18.55629,2.7187,0.092,False,2.7071700123013773
149,Medusa,24.45,26.04549,2.1747,0.0818,False,2.167412068398852
152,Atala,82.0,6.24471,3.1394,0.0774,False,3.129982177861562
154,Bertha,192.61,25.25111,3.1844,0.1321,False,3.156493174996997
157,Dejanira,24.48,15.82874,2.5798,0.216,False,2.5188995987783556
158,Koronis,47.69,14.2058,2.8688,0.0453,False,2.8658549704616787
159,Aemilia,141.59,24.47726,3.1042,0.1171,False,3.082843503465054
160,Una,86.1,11.03304,2.7277,0.0589,False,2.7229644071816397
164,Eva,120.74,13.66559,2.6329,0.2729,False,2.532961449468008
166,Rhodope,66.92,4.71478,2.6858,0.177,False,2.6433935046716828
174,Phaedra,74.4,5.75025,2.8601,0.1579,False,2.824220353934189
176,Iduna,131.13,11.28758,3.1793,0.1946,False,3.118520317612254
179,Klytaemnestra,90.17,11.17349,2.9723,0.0761,False,2.9636808963794468
182,Elsa,53.83,80.16821,2.4171,0.1758,False,2.379455851986039
183,Istria,39.07,11.76901,2.7929,0.2463,False,2.7068609145387925
187,Lamberta,147.29,10.66705,2.7307,0.2883,False,2.614754846450838
188,Menippe,44.63,11.97599,2.7618,0.1501,False,2.7305110702297855
193,Ambrosia,41.98,6.58177,2.6016,0.2762,False,2.5003982337071657
208,Lacrimosa,46.45,14.08567,2.8929,0.045,False,2.8899694544094667
210,Isabella,101.96,6.67211,2.722,0.0954,False,2.7095850089691886
213,Lilaea,96.74,12.0395,2.7519,0.1471,False,2.721963801169266
216,Kleopatra,152.89,5.38533,2.7945,0.226,False,2.7221987447192393
217,Eudora,78.12,25.26163,2.8706,0.2829,False,2.7533342952934885
226,Weringia,39.17,11.14822,2.7128,0.1928,False,2.661902650095404
227,Philosophia,123.89,26.46077,3.1468,0.2184,False,3.0708341526263423
231,Vindobona,92.79,14.24496,2.9204,0.1696,False,2.878092116054657
232,Russia,59.14,21.90536,2.5527,0.2304,False,2.484022178591261
237,Coelestina,62.03,29.17559,2.7626,0.0809,False,2.7535448135063945
239,Adrastea,48.24,18.47136,2.97,0.1983,False,2.911019876194424
243,Ida,36.23,4.63364,2.8616,0.0457,False,2.8586102266641715
245,Vera,79.5,14.35772,3.0921,0.1712,False,3.0464491525001773
251,Sophia,31.91,20.22181,3.095,0.0962,False,3.080645466112419
252,Clementina,82.93,10.86208,3.1574,0.0505,False,3.153371350169261
254,Augusta,12.94,5.89502,2.1948,0.1179,False,2.1794923081107016
255,Oppavia,64.69,19.49831,2.7458,0.1294,False,2.7227146227332546
256,Walpurga,69.6,16.66045,3.0,0.0993,False,2.985172623149288
258,Tyche,71.13,10.04039,2.6156,0.1666,False,2.5790458485222243
260,Huberta,115.54,8.29053,3.4454,0.0861,False,3.43260550695778
267,Tirza,66.68,7.65285,2.7741,0.1114,False,2.7568330271297046
270,Anahita,57.78,15.05907,2.1984,0.0921,False,2.1890562784111856
271,Penthesilea,80.44,18.78748,3.0062,0.0689,False,2.9990559800219216
273,Atropos,36.61,23.92821,2.395,0.1753,False,2.3579135767681882
274,Philagoria,32.58,17.94105,3.0438,0.1559,False,3.006582980496681
277,Elvira,40.0,29.69202,2.8856,0.053,False,2.8815443246991292
278,Paulina,43.17,6.49387,2.7549,0.1741,False,2.712827105674623
280,Philia,55.79,70.2784,2.9431,0.113,False,2.924249408918109
281,Lucretia,12.74,4.34968,2.1878,0.1309,False,2.168975243255598
283,Emma,160.0,6.89523,3.046,0.1132,False,3.026420987706132
292,Ludovica,36.08,8.92644,2.5298,0.0257,False,2.528964408201203
295,Theresia,35.52,10.70716,2.7967,0.1531,False,2.763728868093874
296,Phaetusa,9.36,4.53807,2.2287,0.1234,False,2.211666073469117
301,Bavaria,59.59,12.2407,2.7253,0.0809,False,2.7163670745851647
302,Clarissa,44.06,14.47643,2.4057,0.1066,False,2.391992288490148
303,Josephina,124.92,12.49901,3.122,0.0473,False,3.1185056347384785
306,Unitas,57.0,8.73932,2.358,0.1174,False,2.341693744712865
311,Claudia,32.27,7.53144,2.8976,0.0406,False,2.8952108710898155
312,Pierretta,56.75,10.20753,2.782,0.1669,False,2.7429791902000202
317,Roxane,19.86,8.16958,2.2866,0.0423,False,2.2845533888378897
321,Florentina,33.95,2.87087,2.8856,0.046,False,2.8825454184706687
327,Columbia,30.29,5.93185,2.776,0.0576,False,2.771391123157148
328,Gudrun,145.68,10.985,3.1039,0.1159,False,3.082982467715501
333,Badenia,81.98,9.86115,3.124,0.1371,False,3.094500729901326
334,Chicago,182.25,7.35994,3.8832,0.0679,False,3.87423808648672
340,Eduarda,34.37,8.00614,2.7464,0.1038,False,2.731564469635534
347,Pariana,58.46,4.05255,2.6131,0.197,False,2.5618923554489
349,Dembowska,228.91,4.70114,2.9248,0.0596,False,2.9196006999220137
350,Ornamenta,128.73,9.18083,3.1141,0.1915,False,3.056466147137079
367,Amicitia,21.24,5.05504,2.2194,0.1473,False,2.195190476868359
370,Modestia,43.53,22.54048,2.3244,0.0483,False,2.3216871321125523
380,Fiducia,80.14,13.71662,2.6784,0.0806,False,2.6696858991440693
381,Myrrha,136.57,6.57193,3.2097,0.1187,False,3.187007946451635
396,Aeolia,55.49,14.35313,2.7418,0.1681,False,2.7027840428980454
399,Persephone,62.26,9.14636,3.0526,0.1147,False,3.03245337775413
400,Ducrosa,38.19,6.86782,3.1317,0.1366,False,3.1023443422148276
403,Cyane,54.43,12.26995,2.8098,0.1254,False,2.7876201819069317
406,Erna,53.63,8.79078,2.916,0.1449,False,2.8852254246754168
410,Chloris,124.25,32.49807,2.7264,0.257,False,2.6348240493530035
413,Edburga,41.14,15.77172,2.5835,0.2283,False,2.5152719169206534
426,Hippo,137.56,67.50313,2.8892,0.1747,False,2.844769041886231
427,Galene,40.13,3.70604,2.9734,0.105,False,2.956963704402034
430,Hybris,41.12,7.21652,2.8437,0.2571,False,2.7481084680144683
436,Patricia,67.38,16.13232,3.1985,0.0586,False,3.1930035167361766
441,Bathilde,71.18,10.44254,2.8062,0.0882,False,2.7952636376830746
442,Eichsfeldia,92.84,11.87681,2.3453,0.1006,False,2.333402180742455
443,Photographica,29.81,19.79861,2.2154,0.0962,False,2.2051250292812443
445,Edna,105.5,19.97577,3.1886,0.1587,False,3.148190395959261
446,Aeternitas,53.56,15.73727,2.7875,0.0967,False,2.774436586700701
461,Saskia,48.72,7.34697,3.1142,0.1557,False,3.076220426761502
474,Prudentia,43.32,8.57228,2.4539,0.1776,False,2.4148897599717114
480,Hansa,65.67,16.18951,2.6441,0.0089,False,2.643995278345708
481,Emita,121.55,14.44886,2.7405,0.1351,False,2.7153750099486436
484,Pittsburghia,35.68,10.64964,2.6678,0.0364,False,2.6660320500461494
490,Veritas,131.0,7.92802,3.174,0.0664,False,3.1669952510363886
495,Eulalia,43.75,28.96493,2.4869,0.117,False,2.4698197586728288
504,Cora,35.04,7.58741,2.7215,0.174,False,2.6799852931161765
508,Princetonia,145.97,52.69986,3.1616,0.0394,False,3.1591450762105935
509,Iolanda,69.19,12.29076,3.0646,0.066,False,3.057918016578443
514,Armida,120.09,21.87666,3.0466,0.0117,False,3.0463914683262807
516,Amherstia,83.09,7.48432,2.6801,0.282,False,2.571326546112096
519,Sylvania,53.79,17.96524,2.7901,0.1418,False,2.7619069540944
520,Franziska,31.24,16.50444,3.0065,0.0869,False,2.995126529573413
521,Brixia,136.35,28.48423,2.7418,0.2476,False,2.6564267724853057
526,Jena,51.03,11.87661,3.1231,0.1564,False,3.0846665027350904
528,Rezia,104.53,7.33801,3.3962,0.0301,False,3.3946611557879547
529,Preziosa,42.15,25.93356,3.0176,0.0742,False,3.009281625070833
532,Herculina,241.26,9.40462,2.7719,0.2042,False,2.7134938231285655
542,Susanna,52.5,10.08565,2.9059,0.1065,False,2.889373281679139
543,Charlotte,49.32,10.71829,3.0619,0.1257,False,3.03761392489212
556,Phyllis,41.8,4.29262,2.4654,0.1193,False,2.4477927362630747
558,Carmen,64.38,11.38985,2.9079,0.0578,False,2.9030385219299757
561,Ingwelde,31.56,12.01177,3.1683,0.1345,False,3.1395115386328296
562,Salome,37.15,6.35034,3.019,0.0725,False,3.011055236954937
564,Dudu,55.89,8.88518,2.751,0.2628,False,2.6543032588263458
565,Marbachia,31.42,4.58786,2.4432,0.1688,False,2.4081408701079208
567,Eleutheria,111.1,7.71749,3.1349,0.1229,False,3.1111345101653476
572,Rebekka,33.22,5.65014,2.4007,0.136,False,2.3783947053373966
573,Recha,55.41,7.16584,3.0138,0.0793,False,3.004308929762045
579,Sidonia,92.89,16.28155,3.0127,0.0713,False,3.00503242625993
580,Selene,53.52,9.4928,3.2191,0.0951,False,3.2045101510952203
582,Olympia,47.37,36.35927,2.6112,0.2275,False,2.542729323718119
585,Bilkis,63.97,8.57468,2.4298,0.1688,False,2.394933155774487
586,Thekla,95.4,13.68188,3.041,0.083,False,3.0305071729977806
590,Tomyris,41.02,5.55248,3.0006,0.0818,False,2.9905442830908147
605,Juvisia,85.12,15.84117,3.0003,0.1195,False,2.9788004522399247
606,Brangane,42.15,12.29043,2.5873,0.1792,False,2.5454185083985488
614,Pia,31.32,4.57871,2.6941,0.0856,False,2.6842115323171156
616,Elly,24.13,5.29769,2.5526,0.0962,False,2.5407611039736864
622,Esther,29.0,47.50387,2.4146,0.2158,False,2.357706195954945
623,Chimaera,54.48,14.6241,2.4603,0.1453,False,2.4341904204090263
634,Ute,78.46,11.75672,3.0473,0.1547,False,3.0106150550730266
636,Erika,86.61,14.60719,2.9095,0.1435,False,2.879387597402343
640,Brambilla,87.48,7.77056,3.1633,0.0885,False,3.150887770089693
642,Clara,39.37,8.23094,3.1823,0.1478,False,3.147349657744636
646,Kastalia,8.15,3.12603,2.3248,0.1576,False,2.2957470509015776
648,Pippa,90.81,9.26321,3.187,0.2271,False,3.1037282929465184
651,Antikleia,37.86,20.28644,3.0244,0.0766,False,3.0155140218386447
656,Beagle,63.25,7.03315,3.156,0.1554,False,3.1176597396576557
662,Newtonia,25.3,21.10646,2.5536,0.2033,False,2.500271880613439
664,Judith,87.46,19.30114,3.1744,0.2472,False,3.075880839576133
665,Sabine,53.25,4.29403,3.151,0.1784,False,3.1004518088893813
667,Denise,98.92,12.68508,3.195,0.1889,False,3.137478270879298
668,Dora,31.27,22.90545,2.7966,0.1974,False,2.7415713812072546
670,Ottegebe,40.5,10.03994,2.8033,0.1578,False,2.76817771570155
672,Astarte,35.58,22.57954,2.5553,0.1202,False,2.5367732995940644
674,Rachele,100.4,30.9778,2.9236,0.1972,False,2.8661900842563517
675,Ludmilla,67.66,7.71516,2.7697,0.17,False,2.729384419461465
677,Aaltje,47.76,16.6113,2.956,0.067,False,2.949357795401568
679,Pax,68.82,8.45606,2.5866,0.2286,False,2.5181079606747407
693,Zerbinetta,96.23,11.47548,2.9442,0.0658,False,2.9378194230639343
694,Ekard,121.89,5.92199,2.6709,0.2396,False,2.5931011989620516
695,Bella,51.96,14.21923,2.5391,0.0998,False,2.52642358783543
698,Ernestina,30.58,5.03657,2.8685,0.1355,False,2.8420448179465674
706,Hirundo,31.62,22.01603,2.7284,0.1611,False,2.692761879927994
712,Boliviana,141.18,23.46322,2.5752,0.1816,False,2.5323808178005254
718,Erida,80.57,17.44633,3.0575,0.2388,False,2.9690427704630666
721,Tabora,86.31,7.98115,3.5521,0.0837,False,3.539635675608721
723,Hammonia,36.89,5.43473,2.9932,0.0389,False,2.9909344725348244
728,Leonisis,7.59,5.57811,2.2547,0.1366,False,2.233565088735119
729,Watsonia,54.11,25.19618,2.76,0.1228,False,2.739110770088716
731,Sorga,47.11,8.18646,2.988,0.1074,False,2.9707170854382214
732,Tjilaki,40.25,12.34088,2.4566,0.0636,False,2.4516265411752953
737,Arequipa,62.5,7.02326,2.5917,0.2035,False,2.537468537700536
742,Edisona,53.19,18.58351,3.0127,0.0777,False,3.0035919604279635
744,Aguntina,68.52,17.46908,3.1743,0.1436,False,3.1414009574014794
745,Mauritia,27.0,9.94353,3.2385,0.0928,False,3.224525125677293
746,Marlu,83.91,7.78886,3.1117,0.2155,False,3.0385869996692834
747,Winchester,192.27,9.41495,2.9967,0.284,False,2.8733087200048937
749,Malzovia,13.99,5.92747,2.2435,0.1887,False,2.2031950299241774
753,Tiflis,28.62,9.82603,2.3295,0.2134,False,2.2758397633633853
756,Lilliana,81.53,7.83338,3.2116,0.1845,False,3.156464901022021
758,Mancunia,102.23,12.71994,3.202,0.1207,False,3.178590273604643
762,Pulcova,216.0,5.83982,3.1566,0.1284,False,3.130471120946597
767,Bondia,53.39,8.33748,3.1182,0.155,False,3.080514900298163
768,Struveana,33.91,10.74212,3.1407,0.203,False,3.0753066609110036
770,Bali,19.2,5.81899,2.2211,0.1577,False,2.1933075273339573
776,Berbericia,166.35,7.66695,2.9326,0.1342,False,2.906072484461424
784,Pickeringia,104.56,13.16974,3.1052,0.2435,False,3.0117362653621513
786,Bredichina,130.15,29.84974,3.1698,0.1831,False,3.1162122916777437
787,Moskva,40.31,6.05575,2.5395,0.0841,False,2.53050336339891
789,Lena,23.87,5.84233,2.6858,0.1486,False,2.6559805992676955
791,Ani,116.87,11.1695,3.1228,0.1845,False,3.0691893738048224
792,Metcalfia,73.91,9.17835,2.623,0.1608,False,2.5888669300088485
797,Montana,24.32,4.54618,2.5363,0.0876,False,2.5265497800208068
798,Ruth,51.52,8.55079,3.0146,0.0636,False,3.008496853792659
803,Picka,69.17,5.07479,3.2032,0.0417,False,3.200413782017345
808,Merxia,39.13,30.62867,2.7451,0.1334,False,2.720565060896468
810,Atossa,8.36,4.38547,2.1788,0.1223,False,2.1624441380083748
818,Kapteynia,67.49,17.46027,3.1741,0.062,False,3.1679935058087416
838,Seraphina,66.98,11.72447,2.8983,0.0911,False,2.8862481425071342
841,Arabella,7.5,3.14198,2.2549,0.1085,False,2.241588082947172
842,Kerstin,45.54,18.71488,3.2329,0.1163,False,3.2109619640804663
852,Wladilena,51.62,4.61334,2.3626,0.24,False,2.293548025096488
857,Glasenappia,16.83,8.20761,2.1904,0.019,False,2.190004597111668
860,Ursina,41.91,9.30266,2.7964,0.0834,False,2.786657765773462
861,Aida,80.02,11.05645,3.1439,0.0859,False,3.132279403386259
869,Mellena,23.07,6.51414,2.692,0.2299,False,2.619892779805189
871,Amneris,9.63,78.6965,2.2221,0.1458,True,2.1983548296493103
873,Mechthild,36.33,11.00649,2.6274,0.1946,False,2.5771711642482424
874,Rotraut,71.97,14.30025,3.1575,0.1049,False,3.1400793624249275
875,Nymphe,16.9,12.6209,2.5539,0.1004,False,2.5409955375597115
876,Scott,26.62,11.81797,3.0105,0.08,False,3.0008509367177836
881,Athene,12.67,13.8942,2.6119,0.1742,False,2.571964812774607
882,Swetlana,45.92,29.8492,3.1345,0.2237,False,3.0550656506018785
889,Erynia,18.84,9.87481,2.4462,0.1887,False,2.4022534799200015
890,Waltraut,30.98,12.58307,3.0234,0.0732,False,3.015289068919613
898,Hildegard,11.69,24.85669,2.7356,0.3631,False,2.548895780766791
900,Rosalinde,20.91,16.68671,2.4722,0.1319,False,2.4506004569739814
901,Brunsia,14.72,3.13572,2.2242,0.1616,False,2.194965876163063
903,Nealley,82.05,29.05246,3.2387,0.0269,False,3.2375280100922277
913,Otila,12.6,4.87245,2.1975,0.1316,False,2.1783881232505378
915,Cosette,12.8,4.46974,2.2277,0.1349,False,2.2073370800559906
919,Ilsebill,38.64,5.03351,2.7722,0.0502,False,2.768704769136552
924,Toni,94.58,19.43826,2.9375,0.1213,False,2.9158091841542784
928,Hildrun,77.55,14.11624,3.1384,0.1843,False,3.084639324707721
934,Thuringia,68.2,8.16529,2.7485,0.175,False,2.706086339133279
943,Begonia,74.45,15.65961,3.123,0.2299,False,3.0393481245659753
950,Ahrensa,18.62,205.2841,2.3716,0.2024,True,2.322514842462759
952,Caia,106.31,7.5007,2.9853,0.2173,False,2.9139658573431544
954,Li,63.92,14.4099,3.137,0.1513,False,3.100886513029845
961,Gunnie,41.21,21.36345,2.693,0.0679,False,2.686784911132246
968,Petunia,30.3,61.15888,2.8673,0.1658,False,2.8276148444095504
973,Aralia,64.64,7.29118,3.2244,0.076,False,3.2150744472003505
977,Philippa,69.55,15.40432,3.1178,0.0477,False,3.1142510305357076
979,Ilsewa,42.9,42.89896,3.1523,0.1151,False,3.131349529680155
984,Gretia,36.65,5.77801,2.804,0.1526,False,2.771159649963863
990,Yerkes,24.69,24.52127,2.6691,0.1927,False,2.6190749762908228
993,Moultona,15.96,5.27015,2.8613,0.0459,False,2.8582843030608993
1002,Olbersia,32.13,10.23661,2.7879,0.125,False,2.766033780043865
1010,Marlene,51.09,31.06599,2.931,0.0698,False,2.9238513075697883
1012,Sarema,26.65,10.30685,2.4793,0.154,False,2.4497240526090196
1013,Tombecka,45.21,6.05024,2.6831,0.2295,False,2.611484468911293
1017,Jacqueline,46.95,7.87141,2.6061,0.1088,False,2.5906293041521895
1018,Arnolda,17.21,14.61048,2.5389,0.1893,False,2.4929949085560494
1021,Flammario,108.83,12.15188,2.7378,0.2462,False,2.653527905368766
1022,Olympiada,34.79,3.83357,2.8064,0.1618,False,2.769421669254563
1029,LaPlata,20.78,15.31056,2.8903,0.0626,False,2.8846312449118123
1030,Vitja,73.43,6.3364,3.1244,0.1623,False,3.0829750193925327
1032,Pafuri,75.72,112.81443,3.1338,0.1519,False,3.097434968158878
1035,Amata,69.62,9.08211,3.1407,0.1891,False,3.0840349728356555
1040,Klumpkea,24.22,37.73383,3.1175,0.2039,False,3.052006690557368
1054,Forsytia,81.52,7.65007,2.9211,0.0993,False,2.9066625831604616
1069,Planckia,48.28,8.65852,3.132,0.1377,False,3.1021645131751217
1073,Gellivara,37.15,16.84709,3.1741,0.1746,False,3.125344067774206
1075,Helina,38.33,44.67854,3.0136,0.0728,False,3.0056035920922093
1082,Pirola,54.94,15.85332,3.1295,0.1481,False,3.094989097380942
1094,Siberia,22.75,21.15002,2.5465,0.1548,False,2.5158040522101
1095,Tulipa,32.03,2.78717,3.0259,0.0598,False,3.0204847846894722
1096,Reunerta,46.59,13.02979,2.602,0.1559,False,2.5701849383180115
1098,Hakone,32.5,7.14114,2.6888,0.095,False,2.6766392902115146
1102,Pepita,44.05,5.10542,3.0669,0.0796,False,3.057168375669705
1104,Syringa,28.28,5.15388,2.6287,0.2977,False,2.5095133575168074
1106,Cydonia,12.95,2.67971,2.5977,0.163,False,2.5629585394012895
1107,Lictoria,86.72,8.56106,3.1905,0.1215,False,3.1668629623820066
1110,Jaroslawa,15.54,97.29871,2.2196,0.1691,True,2.1876353165469307
1115,Sabauda,77.22,6.7169,3.101,0.1818,False,3.0493234713393003
1116,Catriona,43.59,8.83662,2.9244,0.205,False,2.8622915141536507
1118,Hanskya,90.29,25.30741,3.2093,0.0492,False,3.205413366563827
1125,China,31.16,5.36864,3.1383,0.2177,False,3.063030173164057
1126,Otero,15.94,3.648,2.2716,0.1968,False,2.2271758059684523
1128,Astrid,52.48,10.2339,2.7875,0.048,False,2.7842869482149286
1130,Skuld,11.01,4.80765,2.2287,0.1453,False,2.2050482420703155
1142,Aetolia,25.98,10.73255,3.1792,0.1126,False,3.158981552461564
1147,Stavropolis,14.81,5.66083,2.2721,0.214,False,2.219463759689633
1157,Arabia,29.11,11.54705,3.1946,0.128,False,3.1683217565901605
1160,Illyria,14.86,4.10296,2.5604,0.0813,False,2.5519242461157288
1165,Imprinetta,59.38,10.80875,3.1323,0.1825,False,3.0796956943499203
1168,Brandia,10.61,11.44672,2.5518,0.1657,False,2.516524443401608
1174,Marmara,18.5,12.7054,3.0219,0.0812,False,3.0119211659179
1175,Margo,27.06,6.01391,3.2182,0.0396,False,3.2156756837227665
1177,Gonnessia,100.41,42.90917,3.3509,0.0378,False,3.3485051942676516
1186,Turnera,44.79,12.08509,3.0203,0.0745,False,3.0119066274284596
1187,Afra,35.38,14.06991,2.6403,0.1884,False,2.5930185070775043
1188,Gothlandia,14.26,3.49182,2.1908,0.141,False,2.1689130227263975
1189,Terentia,78.23,19.30877,2.9317,0.0728,False,2.9239209088587508
1192,Prisma,9.5,6.55837,2.366,0.2637,False,2.282254821670525
1194,Aletta,58.79,20.42224,2.9136,0.1258,False,2.89045326445636
1200,Imperatrix,44.29,17.77787,3.06,0.132,False,3.033224131777934
1203,Nanna,36.83,54.72703,2.885,0.2204,False,2.8140566253513803
1206,Numerowia,17.59,4.77528,2.8658,0.0629,False,2.8601252416305494
1213,Algeria,46.11,16.36397,3.1321,0.1011,False,3.1160519611599553
1220,Crocus,20.37,488.59087,3.0048,0.0765,True,2.9959946779599194
1223,Neckar,25.74,7.82387,2.8695,0.0437,False,2.8667587629188263
1234,Elyna,32.64,5.42176,3.0127,0.0594,False,3.0073803583648706
1237,Genevieve,44.63,24.71586,2.6123,0.0409,False,2.6101141447057397
1246,Chaka,20.84,25.46205,2.6229,0.2388,False,2.5470162821414806
1249,Rutherfordia,16.58,18.21828,2.2243,0.1269,False,2.2063176812503977
1254,Erfordia,56.11,12.2826,3.1348,0.0622,False,3.1287301036301622
1257,Mora,21.47,5.29579,2.4849,0.1116,False,2.4693773485467494
1259,Ogyalla,39.67,17.30324,3.1021,0.1609,False,3.0616818514378905
1275,Cimbria,33.6,5.65453,2.6801,0.1448,False,2.65185427641884
1277,Dolores,32.94,12.67775,2.6987,0.2304,False,2.626094195700331
1283,Komsomolia,37.41,32.19518,3.2032,0.1785,False,3.151756325424058
1286,Banachiewicza,22.57,8.63038,3.0223,0.0774,False,3.0132334637672797
1287,Lorcia,22.22,8.87347,3.0115,0.0765,False,3.0026750441547847
1288,Santa,36.93,7.62505,2.8852,0.0307,False,2.883840043414092
1291,Phryne,34.27,5.58414,3.013,0.0649,False,3.0066479111113606
1295,Deflotte,54.64,26.45442,3.385,0.1351,False,3.3539662137114243
1297,Quadea,26.99,6.2657,3.0208,0.0627,False,3.0148563322610737
1301,Yvonne,28.14,7.31973,2.765,0.1407,False,2.737494544239267
1307,Cimmeria,10.06,2.82073,2.2505,0.1209,False,2.2339918885032457
1309,Hyperborea,64.4,13.87192,3.22,0.1254,False,3.194582171592398
1313,Berna,19.96,25.4712,2.6567,0.1717,False,2.617246100421958
1314,Paula,15.04,5.94884,2.2954,0.1635,False,2.2645115690266606
1322,Coppernicus,12.19,4.3537,2.4238,0.2936,False,2.3169791723401003
1333,Cevenola,17.15,4.87933,2.6336,0.1535,False,2.6023882786475654
1334,Lundmarka,41.96,6.25036,2.9151,0.1044,False,2.899170112512911
1339,Desagneauxa,26.05,9.37507,3.0211,0.067,False,3.014311514102733
1352,Wawel,21.49,16.95404,2.7781,0.0387,False,2.7760188541857023
1354,Botha,70.34,8.3793,3.1334,0.2118,False,3.062312650433823
1358,Gaika,23.39,10.14055,2.4773,0.1461,False,2.4507181416600603
1360,Tarka,40.51,8.86614,2.6337,0.2118,False,2.5739493289869024
1364,Safara,32.63,7.14913,3.0122,0.0773,False,3.0031871319333128
1366,Piccolo,31.54,16.18386,2.8745,0.1205,False,2.853554459035684
1384,Kniertje,30.79,9.8032,2.6771,0.1689,False,2.6386386194275264
1388,Aphrodite,26.71,11.94393,3.0189,0.0751,False,3.0103746491422005
1389,Onnie,14.74,23.04547,2.8661,0.0435,False,2.8633870271240625
1390,Abastumani,117.35,13.16384,3.4354,0.011,False,3.4351921520124082
1400,Tirela,17.03,13.3539,3.1162,0.1988,False,3.0540008998295476
1408,Trusanda,38.89,29.36608,3.1104,0.0632,False,3.1041819426360626
1414,Jerome,17.24,9.1197,2.7867,0.1953,False,2.7330380495538114
1422,Stromgrenia,6.03,3.50463,2.2473,0.1309,False,2.2279632800842424
1424,Sundmania,84.67,94.54933,3.1874,0.0415,False,3.1846540673698907
1426,Riviera,20.09,4.40329,2.5795,0.1721,False,2.54101252924286
1427,Ruvuma,48.88,4.79926,2.7521,0.1796,False,2.70735008802008
1428,Mombasa,127.2,25.62915,2.8101,0.0918,False,2.7982342546761245
1431,Luanda,13.61,4.13594,2.6191,0.1447,False,2.5915354738217626
1434,Margot,36.7,8.22782,3.0177,0.0669,False,3.0109394029196506
1435,Garlena,17.61,5.75594,2.6464,0.2507,False,2.5618867591643952
1438,Wendeline,43.95,41.8816,3.1744,0.1921,False,3.115277931114812
1443,Ruppina,18.2,5.87944,2.9382,0.0376,False,2.9361223105857253
1444,Pannonia,30.92,6.95401,3.1584,0.1415,False,3.126620986645973
1445,Konkolya,29.75,248.2605,3.1143,0.1541,True,3.077100485479833
1448,Lindbladia,22.73,10.97452,2.3726,0.2147,False,2.317271074401152
1450,Raimonda,20.81,12.63442,2.6122,0.1597,False,2.5786739646767374
1452,Hunnia,21.07,41.69103,3.1176,0.1944,False,3.0581234917748374
1455,Mitchella,6.65,118.62854,2.2467,0.149,True,2.2216205280337844
1456,Saldanha,51.96,18.71574,3.1933,0.199,False,3.129432370764882
1459,Magnya,29.9,4.67909,3.1503,0.2133,False,3.0778013590480753
1463,Nordenmarkia,59.73,5.91821,3.1456,0.1702,False,3.09970424659314
1464,Armisticia,26.68,7.46692,3.0035,0.0771,False,2.9945596762413964
1465,Autonoma,19.65,4.8818,3.029,0.1931,False,2.9719914379048924
1467,Mashona,109.4,9.73952,3.382,0.1509,False,3.343272828502269
1469,Linzia,74.78,22.21672,3.1243,0.0423,False,3.1215036091779145
1484,Postrema,50.88,12.18965,2.7379,0.239,False,2.6585544731986195
1487,Boda,32.32,11.01436,3.1405,0.1513,False,3.1043462206471877
1493,Sigrid,30.19,43.17856,2.4297,0.1681,False,2.395125242187388
1495,Helsinki,18.37,5.33127,2.6392,0.1377,False,2.614058934601463
1498,Lahti,35.31,28.94962,3.0989,0.1898,False,3.042570595066565
1500,Jyvaskyla,8.09,8.8275,2.2425,0.1715,False,2.209275388758368
1502,Arenda,36.36,44.63793,2.7321,0.1081,False,2.716089963254752
1503,Kuopio,23.72,9.95858,2.6263,0.1442,False,2.598851392950499
1523,Pieksamaki,10.01,5.32039,2.2421,0.1465,False,2.2179092436128847
