number,name,diameter (km),Period (h),a (AU),e,slow,a_mean
26931,1997CC22,2.11,8.14853,2.2381,0.1388,False,2.216436161077743
26949,1997JV7,3.04,8.6715,2.299,0.1376,False,2.2771316356245723
26978,1997UZ4,8.33,19.35107,3.1027,0.1704,False,3.0573229327972524
26981,1997UJ15,2.7,4.98911,2.6916,0.0735,False,2.684319806278164
26984,Fernand-Roland,16.76,21.96175,3.1682,0.0645,False,3.1616028794060758
26985,1997VP3,10.87,10.81603,3.2007,0.122,False,3.176791092027746
27028,1998QS98,3.69,8.02712,2.1672,0.1013,False,2.1560517590179114
27049,Kraus,10.9,10.26258,2.7125,0.1671,False,2.6743621212446973
27070,1998SA101,2.98,5.47726,2.1942,0.1851,False,2.156283544787462
27073,1998SK132,3.76,3.5137,2.5258,0.1388,False,2.5013513496493287
27114,Lukasiewicz,6.15,13.30049,3.2145,0.1733,False,3.1658616662439436
27129,1998XN1,7.88,20.12959,2.9361,0.0525,False,2.9320508951760096
27140,1998XW49,5.67,24.4946,2.8009,0.1249,False,2.778967091369308
27162,1999AM6,4.81,8.80863,2.3676,0.0429,False,2.3654203193036114
27165,1999AM7,6.95,48.09537,3.0612,0.0687,False,3.0539674986018244
27172,Brucekosaveach,5.83,9.89019,2.5934,0.125,False,2.573059293793091
27174,1999BB2,10.38,4.66467,2.6503,0.2748,False,2.548267184949421
27190,1999CW51,7.69,3.67504,3.1048,0.0529,False,3.100452704806676
27204,1999CY74,7.25,6.89014,3.0027,0.0579,False,2.9976626338730865
27206,1999CZ80,8.75,7.04417,3.2291,0.0818,False,3.2182785258043554
27220,1999FN25,15.38,6.51208,3.1542,0.1397,False,3.1232695203856125
27222,1999FR34,8.08,14.29719,3.0949,0.0741,False,3.086391550418746
27229,1999JX37,9.74,9.77525,3.1154,0.1963,False,3.054786418676252
27252,1999XK14,6.54,9.16376,2.8459,0.313,False,2.7029024207638557
27259,1999XS136,8.32,12.08089,2.57,0.1899,False,2.5232348345231363
27268,1999YS9,3.29,25.36058,2.2467,0.1267,False,2.228594028748962
27278,2000AU61,5.51,5.77755,2.5668,0.1744,False,2.5274635089599204
27295,2000AU143,6.61,9.88281,2.7884,0.1207,False,2.7680140908554614
27312,Sconantgilbert,7.0,5.95383,2.6112,0.099,False,2.5983723059489687
27333,2000CX85,15.97,4.73151,2.779,0.195,False,2.7256522102012575
27355,2000DB79,6.09,6.47925,2.6839,0.1449,False,2.6555749373409987
27360,2000DH107,16.66,11.20769,3.0855,0.1838,False,3.032934377825869
27364,2000EJ14,6.16,49.02835,2.913,0.0568,False,2.9082971852734443
27370,2000EM40,12.1,13.1712,3.1744,0.1577,False,3.134678949515517
27371,2000ER40,8.99,14.43237,3.1608,0.1406,False,3.1294021382532624
27373,Davidvernon,3.03,5.05584,2.3742,0.0923,False,2.364065119173625
27381,Balasingam,3.15,5.32016,2.5446,0.1042,False,2.5307481223339505
27386,Chadcampbell,2.23,7.96023,2.2718,0.0997,False,2.260480853185363
27399,Gehring,2.74,4.62453,2.4245,0.1521,False,2.3962912083789814
27427,2000FE1,14.56,145.23108,2.7663,0.1031,True,2.7515583758403928
27434,Anirudhjain,6.95,4.8415,2.7158,0.0354,False,2.7140978005867695
27443,2000FH49,8.33,5.30522,2.9985,0.0432,False,2.9957007330441
27448,2000GQ6,5.5,3.94314,2.8279,0.0374,False,2.8259215312051444
27473,2000GV78,10.76,21.88187,3.2075,0.209,False,3.1366644170111266
27474,2000GB83,4.1,5.24543,2.6586,0.1455,False,2.6303078476916557
27479,2000GF88,5.3,19.99663,2.7642,0.0393,False,2.7620645355014855
27489,2000GW99,3.4,3.96854,2.6372,0.0916,False,2.626112901853431
27493,Derikesibill,6.91,4.67069,2.7289,0.04,False,2.726716006052702
27495,Heatherfennell,8.26,4.91706,2.7816,0.0471,False,2.7785129223204112
27497,2000GF125,8.26,9.22404,3.1196,0.1949,False,3.0597758008160008
27505,Catieblazek,8.03,8.1954,2.6117,0.144,False,2.5844800469744316
27508,2000GS142,10.13,8.22096,2.9985,0.0657,False,2.9920215037158235
27519,Miames,3.54,14.80605,2.8001,0.0736,False,2.7925056866635436
27539,Elmoutamid,2.67,12.47374,2.332,0.1007,False,2.3201460609000977
27541,2000JU2,8.62,14.48732,2.9823,0.0204,False,2.981679378439814
27564,Astreichelt,3.4,3.12247,2.7555,0.1358,False,2.729973796583108
27571,Bobscott,7.83,12.59303,2.7623,0.1018,False,2.747949534918613
27590,Koarimatsu,12.89,5.54572,3.1949,0.1691,False,3.1488899228851097
27600,2001FB26,7.49,2.50954,3.145,0.0937,False,3.13116350047674
27613,Annalou,2.08,6.42864,2.2883,0.0718,False,2.2823940106204264
27614,2001KN33,4.57,7.80191,2.5732,0.1584,False,2.540713414338143
27636,4778P-L,2.76,5.59717,2.1654,0.1052,False,2.153384378960708
27656,1974OU1,9.81,65.07839,3.0239,0.0873,False,3.012354951471844
27669,1979MQ4,7.78,84.82569,3.0644,0.0481,True,3.0608530339959854
27679,1981EA5,3.56,13.76769,2.7393,0.1308,False,2.7157660585359347
27681,1981EG10,7.17,6.72081,2.7451,0.0436,False,2.7424895961935665
27708,1987WP,6.76,96.68155,2.4029,0.2627,True,2.3185042941642897
27709,Orenburg,8.09,4.93649,2.999,0.0806,False,2.9892428358471714
27750,1991CW2,4.17,2.60452,2.483,0.1682,False,2.4476244256894564
27759,1991RE6,8.55,83.1256,3.0015,0.0775,True,2.9924725446085447
27764,vonFlue,5.67,5.86681,2.9139,0.0973,False,2.9000738299231448
27802,1993FY30,7.81,8.58344,3.1242,0.2006,False,3.0606951090268972
27827,Ukai,9.2,6.52044,2.7526,0.0919,False,2.7409516604748205
27842,1994QJ,5.37,5.53111,2.3517,0.2116,False,2.29844893444843
27860,1995BV2,5.23,3.92022,2.62,0.1365,False,2.595476985661788
27872,1995WU7,2.23,4.89391,2.2677,0.1035,False,2.2555212119644756
27887,1996GU1,3.33,8.81261,2.35,0.0979,False,2.3387112040128
27889,1996GR17,2.74,9.55882,2.3995,0.1188,False,2.3825072306978714
27898,1996OS2,3.12,4.04945,2.7301,0.0572,False,2.7256301156258607
27913,1996TC41,6.97,4.11481,3.0659,0.0677,False,3.05886597659596
27922,Mascheroni,10.0,940.14394,3.0525,0.0949,True,3.038723489236054
27938,Guislain,9.92,27.37128,3.0574,0.1847,False,3.0047972743040137
28003,1997WT52,7.76,3.68998,3.0571,0.1048,False,3.0402655231546065
28028,1998DS8,6.29,4.5071,2.9382,0.0953,False,2.9248270687838263
28036,1998FZ26,9.62,7.95767,3.0611,0.0696,False,3.0536767701702563
28043,Mabelwheeler,2.97,6.6858,2.3762,0.0597,False,2.3719617249016602
28049,Yvonnealex,3.44,8.32828,2.741,0.1493,False,2.710278720556303
28082,1998QF88,5.26,19.99758,2.6837,0.1633,False,2.6476752437623077
28100,1998RG69,4.41,5.43393,2.7323,0.0667,False,2.7262153739247657
28125,Juliomiguez,2.69,141.36377,2.2755,0.1336,True,2.2551009102817905
28129,Teresummers,3.51,5.07853,2.3155,0.1202,False,2.2987119223613885
28146,1998TC32,4.74,7.18195,2.273,0.1398,False,2.2506785977928616
28188,1998WV19,8.17,14.52077,2.6023,0.1624,False,2.5677544864556676
28198,1998XU16,5.67,14.8398,3.1581,0.0809,False,3.1477484527381976
28224,1999AJ,2.24,7.11948,2.4083,0.1871,False,2.365771523506447
28249,1999BX6,12.92,31.88418,3.2096,0.0516,False,3.205324275721892
28270,1999CS14,4.82,10.14359,2.8745,0.0347,False,2.8727689003906103
28285,1999CP39,4.9,6.76151,2.6499,0.1752,False,2.6089136359151963
28300,1999CS67,6.38,7.4205,3.0125,0.0603,False,3.007018151776098
28312,1999CH94,4.38,2.81466,2.9825,0.0727,False,2.974607869422445
28333,1999DW1,6.28,31.23643,3.0083,0.0711,False,3.000686571817954
28346,Kent,5.78,98.3308,2.7433,0.173,True,2.701936040626645
28347,1999FD22,7.93,24.29339,3.1349,0.0722,False,3.126718457742806
28370,1999GK34,7.62,3.21801,2.8738,0.0942,False,2.861021054573517
28371,1999GG39,9.88,4.06232,2.9906,0.0533,False,2.9863489958768987
28373,1999HL3,19.77,3.80476,3.1728,0.1482,False,3.1377640723827085
28378,1999JN24,8.83,4.89224,2.9888,0.078,False,2.979694199347148
28380,1999JO38,6.17,22.48437,2.8111,0.1317,False,2.7866142497614743
28385,1999JX76,21.18,18.74118,3.2313,0.0481,False,3.227559851439508
28386,1999JD79,8.3,8.07118,3.0395,0.0284,False,3.0382739831760994
28435,1999XW209,5.4,8.62602,3.0082,0.0684,False,3.001154727810885
28483,Allenyuan,2.44,6.54896,2.2908,0.1846,False,2.251429706813068
28494,Jasmine,2.32,34.80411,2.2132,0.1153,True,2.1984395391482927
28495,2000CA64,4.39,352.5096,2.2738,0.1649,True,2.2426723395230646
28516,Mobius,3.32,5.89968,2.6457,0.1226,False,2.6257412764782533
28520,2000DH16,3.01,5.5527,2.2045,0.122,False,2.188032606109653
28546,2000EE20,17.43,10.87347,3.1655,0.0616,False,3.159488451944865
28557,Lillianchin,2.89,26.17054,2.4006,0.129,False,2.380542011376661
28593,2000EZ133,5.23,6.63955,2.9694,0.0773,False,2.960515194729028
28594,Ronaldballouz,12.85,30.33435,2.7655,0.194,False,2.7129597285899765
28609,Tsirvoulis,6.37,6.08619,2.6321,0.2407,False,2.5547151074729526
28610,2000EM158,14.24,3.28842,2.5868,0.2297,False,2.5176327985214684
28618,Scibelli,2.97,4.52908,2.2878,0.1136,False,2.2729900807484738
28650,2000GE8,7.49,9.59482,3.0049,0.0794,False,2.9954130383718898
28677,Laurakowalski,2.75,35.44853,2.2395,0.1102,True,2.225860174069699
28679,2000GY68,4.96,7.80869,2.9777,0.1081,False,2.960250753480354
28682,Newhams,3.1,31.64398,2.6082,0.1108,False,2.5921405926741565
28700,Balachandar,2.87,6.90588,2.2996,0.0978,False,2.2885759227465505
28703,2000GM91,5.79,7.41223,3.0794,0.042,False,3.0766827703728183
28726,Kailey-Steiner,3.16,8.63039,2.6732,0.058,False,2.6686998898191305
28735,2000GX125,3.51,5.18893,2.349,0.0962,False,2.338105395766744
28754,2000HV1,16.99,14.0459,2.9137,0.2421,False,2.8270212200898257
28763,2000HK13,9.56,35.14709,3.0958,0.1417,False,3.064562286396539
28773,2000HU35,10.19,4.38896,3.0183,0.0889,False,3.0063492113917842
28774,2000HO36,3.6,6.11585,2.6089,0.1435,False,2.5818987121027575
28786,2000HA54,4.86,3.21543,2.6511,0.0374,False,2.6492452248587144
28811,2000JX9,10.53,13.1919,3.098,0.0743,False,3.089436926544065
28815,2000JS17,8.49,2.86162,3.2384,0.0997,False,3.222264809822819
28826,2000JQ28,8.24,7.17273,2.7239,0.0389,False,2.7218383034002436
28856,2000JZ58,5.21,8.69758,2.6248,0.1939,False,2.5749847068303846
28859,2000JC60,10.19,8.55163,2.6657,0.1644,False,2.62942983283457
28880,2000KN46,7.3,6.25047,3.0204,0.0734,False,3.0122527185760877
28884,Youngjunchoi,11.28,25.25144,3.0932,0.0387,False,3.0908828047108505
28911,2000NB16,5.6,5.48462,2.7702,0.1151,False,2.7517890007676824
28949,2000WV100,14.78,9.6463,3.182,0.0821,False,3.171257875502899
28951,2000WA149,8.89,17.76537,2.8526,0.1227,False,2.8310452037725287
28959,2001DL74,21.94,24.02041,3.16,0.2003,False,3.0959613739993594
28964,2001FG122,9.63,3.70712,3.0563,0.2119,False,2.986895564287074
28976,2001KN73,3.79,8.74956,2.6651,0.1066,False,2.649914223741569
28984,2001MS2,5.62,54.72904,2.9812,0.0774,True,2.9722567588204396
28991,2001MU27,10.45,9.81323,3.0092,0.0822,False,2.9990164271862634
28999,2505P-L,2.45,21.08543,2.4137,0.1491,False,2.3867199571448827
29032,2059T-1,4.16,5.23725,2.3471,0.2396,False,2.278732945480487
29034,2149T-1,15.22,50.67441,3.1095,0.1026,False,3.0930902201836776
29055,5118T-2,6.01,30.32345,3.1631,0.0667,False,3.1560560148085597
29119,1981EW45,7.76,54.15746,3.2224,0.1124,False,3.2019797848598266
29144,1988FB,3.71,5.41625,2.4005,0.1852,False,2.358973389703504
29161,1989SF2,7.67,9.82493,2.6001,0.1994,False,2.547885260488626
29167,1989WC2,5.73,8.83874,2.5597,0.1796,False,2.518078565569928
29170,1990OA3,7.24,8.08755,2.9772,0.0865,False,2.9660410098694117
29201,1991GO4,11.55,7.7997,2.6574,0.156,False,2.6248655983574927
29204,Ladegast,3.47,2.03153,2.552,0.1013,False,2.5388723186663484
29211,1991RY15,5.97,53.77412,2.885,0.04,True,2.8826910760607003
29218,1992AY,14.78,26.27764,3.132,0.1676,False,3.087698112526832
29229,1992EE1,4.31,16.32298,2.3628,0.2608,False,2.2810302323054166
29246,Clausius,13.82,7.43252,2.7415,0.1301,False,2.718199655551129
29266,1993FA20,6.43,5.67903,3.0388,0.1262,False,3.0145042425692763
29311,Lesire,9.35,14.40452,2.6801,0.1642,False,2.643723184290546
29343,1995CK10,6.85,63.70755,2.6498,0.1575,True,2.6167278121745388
29355,Siratakayama,5.61,104.08311,2.9766,0.0525,True,2.9724950426010386
29377,1996GV18,2.79,8.61345,2.3459,0.0887,False,2.3366533696946648
29381,1996HR15,3.24,4.96765,2.4306,0.1407,False,2.406421063011921
29408,1996VJ5,17.34,6.75766,2.9846,0.2752,False,2.8693556343496205
29411,1996WQ2,7.53,12.58352,3.129,0.2071,False,3.0611625885188114
29415,1996XU5,8.06,16.71965,3.1147,0.1377,False,3.085029313277954
29450,Tomohiroohno,5.26,8.9784,2.3216,0.1088,False,2.307818192901164
29468,1997UC,3.44,4.32229,2.4523,0.1056,False,2.4385884270991913
29487,1997VU8,5.55,3.05905,2.5758,0.1545,False,2.544871824451438
29505,1997WV44,11.29,31.29597,2.801,0.1983,False,2.745375984249354
29517,1997YQ10,20.74,13.29385,2.9305,0.1008,False,2.9155741112941445
29521,1997YK14,11.92,6.20219,3.1894,0.0739,False,3.1806790854257594
29544,1998BE30,7.35,2.86956,2.9921,0.0831,False,2.9817509646070177
29555,MACEK,31.03,33.61728,3.1563,0.112,False,3.1364412127072683
29559,1998DS4,14.94,23.52853,3.0256,0.0625,False,3.0196848428271448
29562,Danmacdonald,7.74,11.1193,2.9886,0.0772,False,2.9796809021294868
29569,1998FA23,5.59,6.69045,3.0924,0.0857,False,3.0810230215386345
29585,Johnhale,12.27,107.50409,3.0773,0.1309,True,3.050821608954407
29589,1998FV98,6.03,7.97417,2.9187,0.1326,False,2.8929268058032602
29590,1998FR115,6.02,2.81483,3.0757,0.1141,False,3.05561343306667
29593,1998FA129,12.97,5.149,3.1216,0.0523,False,3.1173278359656527
29597,1998HT37,14.05,4.36649,3.2415,0.0689,False,3.233796806347235
29647,Poncelet,2.58,27.08278,2.3489,0.1946,False,2.3039953367217385
29664,1998WY23,8.3,3.01632,2.6867,0.1543,False,2.654524196945284
29677,1998XL17,2.95,5.45078,2.4286,0.104,False,2.4154304238509208
29684,1998XF51,4.41,436.03107,2.2448,0.1617,True,2.2152583460149957
29697,1998YR1,12.15,10.8525,2.7327,0.0523,False,2.728960077313986
29698,1998YE3,3.69,13.17548,2.3317,0.1742,False,2.296048988838222
29710,1999AK2,3.45,4.73041,2.6518,0.0686,False,2.64555300944704
29729,1999BY1,4.33,4.52796,2.3855,0.2318,False,2.320527247181293
29730,1999BE2,5.07,4.69726,2.3724,0.2407,False,2.3026504011887208
29732,1999BZ2,6.6,6.79149,2.4809,0.0803,False,2.4728885312054176
29745,Mareknovak,2.97,59.21711,2.2412,0.1497,True,2.215944959492819
29764,Panneerselvam,3.57,5.46874,2.6583,0.0776,False,2.6502840920057142
29768,1999CZ27,6.02,3.2474,2.8332,0.1063,False,2.817147382915011
29784,1999CD51,11.52,49.00519,2.5906,0.1067,False,2.575810938530683
29785,1999CD55,4.16,9.15202,2.7492,0.0747,False,2.7415188779579363
29789,1999CD64,5.01,3.93268,2.6254,0.0871,False,2.6154223599485653
29792,1999CG65,6.25,3.2091,2.9868,0.0778,False,2.9777469688140323
29807,1999CR99,6.29,5.07093,2.7461,0.1002,False,2.732279746594223
29809,1999CQ103,8.26,10.76802,2.7618,0.1708,False,2.7212173348826085
29814,1999CU111,6.66,23.43195,3.0477,0.1396,False,3.017856855020203
29822,1999DS2,4.5,6.29498,2.7679,0.1998,False,2.7120900038129236
29834,Mariacallas,5.21,4.27457,2.9067,0.0509,False,2.90293220429309
29853,1999FZ26,12.0,8.26332,3.0178,0.0858,False,3.0066715025732327
29863,1999FC43,6.55,19.31454,2.6584,0.157,False,2.625432125343666
29869,Chiarabarbara,6.89,15.5809,3.0793,0.0384,False,3.077028856152666
29878,1999GY19,5.37,11.47505,2.6863,0.1473,False,2.6569974668881113
29884,1999GF31,5.18,2.9396,2.514,0.0619,False,2.5091790437919013
29890,1999GH37,14.35,189.78166,3.1465,0.2154,True,3.0726387550300784
29891,1999GQ37,22.25,6.83455,3.1671,0.063,False,3.1608086412427294
29909,1999JE8,4.29,14.38335,2.3914,0.2297,False,2.3274575051740523
29913,1999JO12,7.2,5.86561,3.0076,0.0973,False,2.9933292326012735
29914,1999JH15,12.39,8.66248,3.152,0.132,False,3.1244191056745256
29924,1999JN28,6.5,7.0601,3.0162,0.1061,False,2.9991749523570324
29929,1999JR39,8.39,193.93605,3.1459,0.1181,True,3.1238840698851127
29932,1999JB46,9.88,24.18099,3.1601,0.1302,False,3.133200441324685
29945,1999JU83,17.22,5.26155,3.118,0.1303,False,3.0914178461273782
29948,1999JS84,16.19,24.26082,3.1625,0.0762,False,3.1533052000549757
29957,1999JR91,8.27,2.75409,3.0143,0.0895,False,3.0022030781634306
29961,1999JB99,12.12,45.43287,3.0661,0.1859,False,3.0126537971123994
29965,1999JX102,8.16,120.71264,3.1441,0.1222,True,3.1205365306226813
29983,Amyxu,7.94,14.14764,3.0981,0.1301,False,3.0717688684526547
29989,1999XS204,5.34,19.71892,2.5934,0.2145,False,2.5330359921591143
29993,2000AD55,9.17,45.54207,3.1986,0.1519,False,3.1614830203436686
30047,2000EV35,9.91,11.79078,2.6569,0.1711,False,2.6177204700946493
30077,2000ES97,6.16,8.70815,2.9855,0.2552,False,2.8866449815520854
30099,2000EG151,8.47,4.67858,2.6529,0.2186,False,2.5887384251435823
30108,2000FM16,4.49,3.25607,2.674,0.178,False,2.631297523127326
30112,2000FZ25,4.47,3.53002,2.3145,0.0991,False,2.303106826060766
30134,2000FR49,3.72,9.64437,2.5724,0.0934,False,2.5611551796937517
30174,Hollyjackson,2.21,7.56048,2.2576,0.1236,False,2.2402889982256284
30188,Hafsasaeed,3.05,60.13488,2.2854,0.156,True,2.2574199738414293
30213,2000GW124,3.88,4.78449,2.3977,0.1049,False,2.3844713498927153
30246,2000HC13,4.05,17.23521,2.8168,0.0575,False,2.812139622217219
30263,2000HR41,7.97,6.97484,2.6248,0.1616,False,2.5903005268198935
30274,2000HN53,5.38,24.97104,2.6856,0.1673,False,2.647749247801088
30278,2000HN56,5.66,9.19164,2.9022,0.0447,False,2.8992991218225215
30288,2000HT62,6.57,4.4082,2.7951,0.0473,False,2.7919715245539787
30307,Marcelriesz,7.58,6.51168,3.0306,0.044,False,3.0276649579514308
30313,2000JF14,9.43,4.06291,2.6831,0.1952,False,2.6314864334100503
30319,2000JT16,6.02,18.66878,2.9334,0.0723,False,2.925723088251102
30329,2000JR23,2.92,28.37799,2.4061,0.0879,False,2.39678671800715
30346,2000JK37,18.09,12.87134,3.1828,0.2559,False,3.0768231311628247
30347,Pattyhunt,2.88,100.1008,2.2963,0.124,True,2.278577657009425
30357,Davisdon,2.75,4.20603,2.6446,0.083,False,2.6354749324925786
30366,2000JC57,4.7,5.25965,2.6801,0.1477,False,2.6507052227455254
30367,2000JS57,4.47,7.92933,2.7843,0.1317,False,2.7600476879552036
30379,Molaro,10.86,18.60774,2.7898,0.2345,False,2.7120095504799373
30398,2000KM41,12.89,9.64734,3.1646,0.189,False,3.107564690498275
30401,2000KO47,16.1,17.48771,3.214,0.0804,False,3.2035952531318057
30408,2000KW55,4.43,3.84643,2.9944,0.0649,False,2.988087124139349
30421,Jameschafer,4.09,11.08542,2.7983,0.1247,False,2.776457847026862
30445,Stirling,4.33,2.74295,2.6987,0.1703,False,2.6592780974464234
30456,2000OY1,8.25,5.79785,3.1651,0.1811,False,3.112764079896812
30458,2000OC6,7.63,4.10044,3.051,0.0963,False,3.0368200341792253
30465,2000OY13,12.13,10.50598,3.1252,0.0261,False,3.1241353599122434
30468,2000OW16,11.56,4.83671,3.164,0.0996,False,3.1482671916367964
30494,2000QD67,10.68,8.7963,3.1527,0.2368,False,3.063032225099238
30501,2000RH17,13.47,17.86013,3.1912,0.1325,False,3.1630632065205395
30507,2000SK8,9.94,219.58069,3.0034,0.0805,True,2.9936527918227775
30517,2001LJ15,14.99,7.41229,3.4766,0.0549,False,3.471356792665756
30529,2001NE18,15.43,6.81929,3.1907,0.0493,False,3.1868201588655296
30534,2001OA5,16.64,14.15115,3.1141,0.1161,False,3.0930409906045635
30561,2001OP71,5.07,11.53144,2.7546,0.1294,False,2.731440636528889
30569,2001OG94,7.74,21.36527,2.6593,0.182,False,2.614885782045793
30570,2001OO96,3.0,4.59131,2.4595,0.1242,False,2.4404565946138006
30598,2001QA117,6.28,8.91376,2.6977,0.1557,False,2.6647998989385733
30640,6319P-L,2.1,5.34277,2.1457,0.0973,False,2.1355188636762046
30657,3258T-1,4.24,8.36123,2.7907,0.0499,False,2.7872233990047937
30664,1040T-2,2.29,7.71292,2.3029,0.1164,False,2.2872458447938753
30672,1346T-2,9.57,117.89458,3.2082,0.1833,True,3.153843540422295
30676,2201T-2,2.79,201.44605,2.3204,0.1342,True,2.299410281983321
30682,3209T-2,9.7,48.25442,3.1526,0.1148,False,3.1317569787316657
30693,5069T-2,10.82,19.45813,2.7778,0.1939,False,2.725080965648218
30703,3101T-3,3.48,12.40872,2.3019,0.044,False,2.2996706812870054
30734,1981ES3,4.62,3.77682,2.6566,0.1414,False,2.6299079292329424
30768,1983YK,24.16,9.4126,3.2326,0.0603,False,3.2267176356618803
30784,1988PO,6.29,5.29754,2.551,0.151,False,2.521749628650513
30796,1989CU2,3.45,7.52032,2.7476,0.1183,False,2.7283060781943864
30877,1992ES30,10.92,5.93431,3.1789,0.0554,False,3.1740179748302744
30888,Okitsumisaki,11.81,7.97147,2.8708,0.2279,False,2.795253587110067
30908,1993FW47,8.52,7.04931,3.1828,0.1209,False,3.159453180505723
30922,1993OE13,2.82,6.49025,2.2992,0.0864,False,2.2906022063805023
30926,1993TL13,3.41,26.19341,2.4287,0.17,False,2.3933479942037263
30943,1994ED2,10.1,4.37868,2.75,0.2244,False,2.6798670843905676
30945,1994GW9,7.94,4.4004,3.0651,0.071,False,3.0573646546644695
30947,1994JW,6.0,17.01955,2.687,0.1526,False,2.6555299498762124
30974,1995EL,9.66,11.39113,2.7874,0.1955,False,2.73361349736811
30999,1995UJ31,3.84,4.18797,2.9877,0.0994,False,2.9729035850105086
31030,1996HN19,3.23,10.18699,2.3584,0.1009,False,2.346364076616893
31090,1997BJ5,13.07,17.09523,3.2147,0.1508,False,3.1779376304395757
31093,1997CE28,9.43,7.07676,3.145,0.1421,False,3.113085506034126
31094,1997CN28,9.99,5.7524,3.3727,0.1537,False,3.33262409054962
31097,Nucciomula,13.0,10.71976,3.9647,0.1662,False,3.909559208786809
31133,1997SZ15,5.71,9.69101,2.4773,0.0977,False,2.465448376933193
31190,Toussaint,4.5,12.36006,2.5968,0.0977,False,2.5843766783272577
31229,1998BD46,9.49,19.7457,2.678,0.1598,False,2.643586123149507
31232,Slavonice,7.27,6.2934,2.8575,0.0558,False,2.853047918603498
31240,Katrianne,8.71,6.08127,2.7906,0.1937,False,2.73774829223612
31248,1998DH13,7.21,90.60508,3.0524,0.1993,True,2.991164349381588
31258,1998EE,8.64,4.76042,3.0002,0.0779,False,2.9910829255748266
31286,1998FD54,5.34,7.36831,2.9804,0.1028,False,2.9646099774241104
31296,1998FY73,9.54,7.38151,3.0161,0.0755,False,3.0074914527373466
31303,1998FO99,6.56,11.41699,3.0619,0.0414,False,3.059274887621203
31307,1998FK105,14.23,8.05739,3.1523,0.1993,False,3.089060207887426
31317,1998GL8,7.18,72.7278,3.2236,0.1023,True,3.2066876811205796
31337,1998HA134,5.2,15.09802,3.0548,0.0714,False,3.0470034265445456
31341,1998KH55,6.83,3.00684,3.0342,0.0741,False,3.0258584258879315
31347,1998QV90,2.61,3.65725,2.1678,0.1372,False,2.147299908895107
31386,1998YG1,3.02,8.07932,2.2399,0.1102,False,2.226257737842696
31396,1998YQ12,2.97,5.54604,2.3021,0.0981,False,2.2909959638958948
31414,Rotarysusa,2.82,3.46239,2.2602,0.107,False,2.247224238309573
31423,1999BR2,2.75,14.66717,2.3115,0.0851,False,2.303114837999872
31429,Diegoazzaro,2.47,36.90473,2.3111,0.1003,True,2.29944567802784
31447,1999CB8,2.89,5.54014,2.1417,0.0867,False,2.1336353544925495
31459,1999CB17,6.96,22.41454,2.6742,0.1547,False,2.642006622346434
31485,1999CM51,10.45,6.00258,2.6547,0.17,False,2.616058352292433
31504,Jaisonjain,2.32,8.96781,2.3979,0.0841,False,2.3894050069282327
31529,1999CW127,5.29,4.77844,2.6946,0.0627,False,2.689298157081134
31539,1999DQ1,25.54,3.82939,3.2275,0.1564,False,3.187781735319876
31543,1999DM5,4.36,20.25859,2.6498,0.1696,False,2.6114123028083926
31544,1999DZ5,5.38,2.71414,2.7003,0.1144,False,2.682571906379946
31552,1999EJ,4.69,33.56533,2.7723,0.1421,False,2.7441675511537067
31561,1999FT5,3.1,7.37801,2.3922,0.0728,False,2.3858524399399337
31566,1999FF10,4.58,3.62243,2.6043,0.1204,False,2.585354916878609
31574,Moshova,2.28,6.74203,2.3677,0.1087,False,2.3536704299851285
31578,1999FM29,4.03,3.4508,2.7778,0.0728,False,2.770429273332141
31586,1999FA32,7.14,4.19612,3.0679,0.2023,False,3.004466866931258
31592,Jacobplaut,4.19,240.48832,2.2487,0.1883,True,2.208474257776023
31605,Braschi,9.03,41.47915,2.6872,0.0864,False,2.677151291312494
31610,1999GC6,7.32,5.50408,2.5385,0.1029,False,2.525024895699897
31638,1999GL32,5.48,17.12435,2.6647,0.1664,False,2.62754964524346
31643,Natashachugh,2.76,6.65489,2.255,0.1504,False,2.229349887499941
31648,Pedrosada,4.45,3.47418,2.5546,0.1521,False,2.5248775091461932
31672,1999JB8,3.82,121.99699,2.3284,0.1331,True,2.3076833247018964
31674,1999JD9,5.48,6.94311,2.8464,0.0428,False,2.8437917302812727
31692,1999JQ31,3.74,9.27987,2.4218,0.072,False,2.4155145378564464
31699,1999JA36,10.71,6.62909,3.1438,0.129,False,3.117532273334145
31703,1999JZ43,9.26,3.57061,3.0576,0.1023,False,3.041558584748196
31724,1999JJ64,9.09,19.11771,3.0486,0.1782,False,2.9998049882299567
31735,1999JJ72,9.02,6.16297,3.0012,0.052,False,2.997139630932506
31776,1999JE124,5.74,5.19331,2.5499,0.1258,False,2.5296426342110347
31777,Amywinegar,5.61,5.71356,2.9013,0.0504,False,2.8976127738710584
31779,1999JO129,8.98,4.57009,2.5946,0.178,False,2.5531655024331186
31787,Darcylawson,8.68,141.59597,2.7733,0.1521,True,2.7410329586295847
31791,1999LT3,10.68,16.15516,3.152,0.1567,False,3.1130609717995315
31816,1999RZ117,7.97,3.25806,2.9891,0.0854,False,2.9781800610714693
31818,1999RM135,19.5,5.34907,3.2222,0.0928,False,3.2082954639361962
31828,1999VU199,17.7,9.87393,3.0881,0.2416,False,2.996617900644291
31829,1999XT12,7.97,5.16031,2.9928,0.0617,False,2.9870979378485103
31855,2000EA50,3.67,16.28686,2.6742,0.1524,False,2.642962391425257
